p cnf 1000 100
x -550 -13 546 0 
x 909 -547 710 0 
x 417 -486 -695 0 
x -704 754 -711 0 
x -957 -74 -415 0 
x 224 904 -22 0 
x -697 450 933 0 
x -514 -217 913 0 
x 717 -825 142 0 
x -695 -678 -709 0 
x 840 -77 431 0 
x -506 531 514 0 
x 346 677 609 0 
x 200 -539 -266 0 
x -634 643 -839 0 
x 842 946 -856 0 
x -109 262 -928 0 
x -71 125 -775 0 
x -821 171 -138 0 
x 698 786 91 0 
x 924 -416 87 0 
x -964 419 -493 0 
x 586 781 393 0 
x 786 12 226 0 
x -611 -687 789 0 
x 878 -446 -793 0 
x -32 613 969 0 
x 828 629 -436 0 
x -98 30 879 0 
x 34 -760 483 0 
x 290 946 2 0 
x 937 407 984 0 
x 395 550 894 0 
x -486 -763 650 0 
x -389 -237 -352 0 
x 176 318 -564 0 
x -708 -378 -911 0 
x -367 -680 -866 0 
x -512 -652 194 0 
x -949 -41 -666 0 
x -220 367 -270 0 
x 939 707 -632 0 
x 471 -632 414 0 
x 771 355 44 0 
x 284 -904 -77 0 
x 546 -57 -951 0 
x -831 -971 575 0 
x -529 -561 350 0 
x -692 118 723 0 
x 589 -689 -721 0 
x 110 819 -266 0 
x 235 743 -209 0 
x -95 -155 -45 0 
x 230 302 -396 0 
x -322 -93 -735 0 
x -959 374 -700 0 
x 113 -21 -518 0 
x -938 135 -459 0 
x 778 -500 128 0 
x -266 267 327 0 
x 680 -572 -691 0 
x 841 -241 166 0 
x -522 921 -60 0 
x 158 305 -931 0 
x -365 422 578 0 
x -508 -105 324 0 
x -953 -658 -883 0 
x -928 763 -228 0 
x 346 -165 -453 0 
x 330 260 -430 0 
x 461 -532 -482 0 
x -274 614 791 0 
x -293 584 859 0 
x 38 59 941 0 
x 595 116 432 0 
x -1 -811 324 0 
x -598 944 414 0 
x 808 -212 -418 0 
x 666 622 765 0 
x -64 -978 664 0 
x 747 497 675 0 
x -752 486 632 0 
x 38 313 150 0 
x -761 -51 775 0 
x 702 490 428 0 
x -229 -637 -154 0 
x 322 149 273 0 
x 906 423 198 0 
x 557 -156 531 0 
x -519 -113 329 0 
x 744 608 988 0 
x -622 -592 422 0 
x 553 172 -347 0 
x -43 -167 -38 0 
x -63 -736 -911 0 
x -919 -221 -391 0 
x 152 102 808 0 
x -898 384 -608 0 
x 174 -865 -877 0 
x -863 -771 303 0 
