p cnf 1000 100
x -195 -154 6 0 
x -614 827 -462 0 
x 651 586 38 0 
x -854 801 -979 0 
x -92 222 862 0 
x 376 -414 44 0 
x 7 -134 105 0 
x 504 -548 945 0 
x 144 948 835 0 
x 267 467 806 0 
x 631 -356 -445 0 
x 42 -414 -892 0 
x -511 464 -842 0 
x -301 -997 -267 0 
x 154 328 -379 0 
x 870 372 -935 0 
x 641 -548 -228 0 
x 552 -495 355 0 
x -154 435 19 0 
x -789 520 -695 0 
x 128 246 -866 0 
x 165 592 -323 0 
x -881 -347 -241 0 
x -466 452 -100 0 
x -892 174 782 0 
x -319 585 -99 0 
x 119 35 659 0 
x 99 -291 953 0 
x 475 458 298 0 
x 716 -890 239 0 
x 69 346 -427 0 
x 797 340 -6 0 
x 346 -560 -980 0 
x 736 933 -142 0 
x 596 49 -474 0 
x 652 528 -660 0 
x 66 -317 177 0 
x -788 -122 -891 0 
x 236 984 -921 0 
x 798 278 -588 0 
x -29 -676 -30 0 
x 389 -827 755 0 
x 593 -80 391 0 
x 775 -138 -455 0 
x -128 -446 -41 0 
x 549 472 -868 0 
x 594 -486 152 0 
x -591 -535 -769 0 
x -518 -551 532 0 
x 924 841 -384 0 
x 192 -19 -520 0 
x 408 826 -182 0 
x -325 908 -170 0 
x 280 967 -207 0 
x -873 -878 -248 0 
x -803 433 -208 0 
x 137 760 -864 0 
x -577 -268 -511 0 
x 438 -758 87 0 
x 958 -731 -450 0 
x -855 -29 -407 0 
x 534 951 545 0 
x 632 830 4 0 
x 825 -838 -684 0 
x -881 66 -108 0 
x -764 -1000 68 0 
x 392 -221 51 0 
x -66 656 -384 0 
x 505 294 -926 0 
x -475 -124 684 0 
x -672 -72 711 0 
x -843 -564 -876 0 
x 918 691 -670 0 
x 494 890 -115 0 
x -800 27 -991 0 
x 992 -694 -699 0 
x 89 991 368 0 
x 382 634 -459 0 
x 591 -389 64 0 
x -514 -400 -405 0 
x -997 -236 708 0 
x -696 314 -350 0 
x 475 943 663 0 
x -224 289 265 0 
x 739 -202 -241 0 
x 655 -217 -49 0 
x 913 -919 -294 0 
x 397 887 472 0 
x 329 4 -81 0 
x -44 141 750 0 
x 288 389 -461 0 
x -791 -595 -188 0 
x -121 405 -861 0 
x 283 358 -185 0 
x -71 -832 -597 0 
x -19 -711 -261 0 
x -147 926 -827 0 
x -856 486 -405 0 
x -558 604 -521 0 
x 461 -709 -889 0 
