p cnf 1000 200
x -465 -239 -711 0 
x -728 225 849 0 
x -308 62 -344 0 
x -4 935 -614 0 
x 295 262 -217 0 
x 901 -435 731 0 
x 988 -521 -213 0 
x 149 835 -605 0 
x -344 -417 -557 0 
x 636 401 -970 0 
x -642 -598 -207 0 
x -666 -79 221 0 
x -429 910 -219 0 
x -912 592 -567 0 
x 996 337 289 0 
x -257 -130 -926 0 
x -340 -297 -44 0 
x 907 -943 552 0 
x 497 -626 -682 0 
x -521 -324 384 0 
x -765 306 693 0 
x -479 -294 318 0 
x 243 225 625 0 
x -899 210 859 0 
x 212 179 -392 0 
x -940 615 -677 0 
x 167 -302 -705 0 
x 776 100 129 0 
x -537 -288 969 0 
x 964 -347 -404 0 
x 251 104 844 0 
x 260 -78 -357 0 
x 603 -697 -924 0 
x -85 -767 909 0 
x 250 650 470 0 
x -832 305 654 0 
x -927 48 210 0 
x -573 -197 -661 0 
x -944 10 -666 0 
x 696 894 -244 0 
x -388 -127 -302 0 
x 321 423 106 0 
x -804 -510 -435 0 
x 543 -863 936 0 
x 429 237 -865 0 
x 386 287 -608 0 
x -175 -560 553 0 
x -48 -183 -741 0 
x 743 -619 -498 0 
x 86 734 -554 0 
x 696 856 -75 0 
x 484 494 -829 0 
x 902 -552 677 0 
x 189 -549 271 0 
x -828 16 -256 0 
x 489 72 590 0 
x -738 41 713 0 
x -656 779 -794 0 
x 830 558 -434 0 
x 662 141 58 0 
x -868 363 999 0 
x 651 -689 726 0 
x 240 467 454 0 
x 740 928 534 0 
x 524 798 171 0 
x -755 802 466 0 
x 921 -184 522 0 
x -826 950 -335 0 
x 713 51 770 0 
x 960 982 667 0 
x 787 -11 113 0 
x 213 -966 111 0 
x 184 -493 814 0 
x 217 290 -170 0 
x 770 -747 363 0 
x 996 959 -555 0 
x -300 710 -344 0 
x -655 979 -397 0 
x -506 232 795 0 
x -212 961 -244 0 
x -573 727 -605 0 
x -707 152 47 0 
x 399 629 167 0 
x -366 338 855 0 
x 479 801 -489 0 
x -868 -246 -676 0 
x 114 -869 -33 0 
x 690 317 453 0 
x 414 471 -509 0 
x -98 -855 -463 0 
x 479 -615 -474 0 
x -942 -706 -810 0 
x -524 -498 770 0 
x 310 -490 -802 0 
x 57 514 810 0 
x -159 -824 -730 0 
x -156 -396 426 0 
x 383 974 368 0 
x -913 -771 -577 0 
x 702 -884 -381 0 
x 729 -905 -459 0 
x 844 -675 -339 0 
x -563 -953 558 0 
x 598 -50 -832 0 
x -296 885 568 0 
x -178 198 243 0 
x 609 282 333 0 
x -90 -936 -96 0 
x -31 -344 189 0 
x -790 550 -182 0 
x -621 836 -98 0 
x 71 -524 820 0 
x -433 542 110 0 
x 991 -724 -632 0 
x 761 331 252 0 
x -895 931 -605 0 
x -393 -243 -672 0 
x -867 657 348 0 
x 320 586 -28 0 
x 499 -813 -877 0 
x -733 351 -754 0 
x -962 278 679 0 
x -906 -799 375 0 
x 528 -141 382 0 
x -729 516 17 0 
x 152 -504 -467 0 
x 280 334 -496 0 
x -474 682 964 0 
x 739 -896 689 0 
x -942 986 57 0 
x -802 -425 -236 0 
x -598 186 -889 0 
x 684 833 318 0 
x -206 -294 811 0 
x 291 -133 -450 0 
x -170 -653 129 0 
x 352 -866 -571 0 
x 2 497 791 0 
x -37 360 459 0 
x -691 -293 900 0 
x -825 -3 -329 0 
x 7 -306 -2 0 
x -362 377 -288 0 
x 958 875 -470 0 
x 439 -190 740 0 
x 807 258 -510 0 
x 536 -375 962 0 
x 310 -830 -109 0 
x 143 985 -718 0 
x -937 -81 53 0 
x 843 -687 618 0 
x -123 -627 -791 0 
x 640 -346 452 0 
x -1000 521 966 0 
x 495 -185 788 0 
x -854 508 931 0 
x 411 -522 -957 0 
x 23 755 -647 0 
x -94 502 135 0 
x 882 -688 945 0 
x 93 -225 -197 0 
x -513 278 -570 0 
x 781 -257 -101 0 
x -97 351 439 0 
x 16 30 -168 0 
x 662 32 713 0 
x 405 -175 -230 0 
x -902 116 309 0 
x 940 -231 354 0 
x -350 -627 742 0 
x 72 463 -848 0 
x 567 -278 -237 0 
x -214 973 -691 0 
x -655 704 -375 0 
x 682 -303 -214 0 
x 101 912 -664 0 
x -450 -433 -289 0 
x 316 179 361 0 
x 514 -459 654 0 
x -745 375 -124 0 
x 365 -556 -526 0 
x -397 -728 761 0 
x 844 -326 89 0 
x 992 868 371 0 
x 71 99 168 0 
x -56 571 802 0 
x 782 -654 711 0 
x 411 329 822 0 
x 902 -210 -360 0 
x 650 -932 815 0 
x -39 734 -49 0 
x 859 524 -36 0 
x -339 311 -472 0 
x 176 -453 -361 0 
x -409 -820 -349 0 
x 239 -799 327 0 
x 486 668 -116 0 
x 802 40 129 0 
x -902 815 -205 0 
x 584 389 -501 0 
