p cnf 1000 800
x 410 127 -297 0 
x 989 -746 -955 0 
x -267 822 783 0 
x 104 -588 -32 0 
x 620 -428 569 0 
x -40 -494 -501 0 
x 10 963 -687 0 
x -327 -165 467 0 
x -308 -457 213 0 
x 929 543 775 0 
x 887 -541 636 0 
x 997 -952 -73 0 
x -475 -211 337 0 
x -516 -139 708 0 
x 937 620 -948 0 
x 465 643 -532 0 
x 615 500 -70 0 
x 596 -453 549 0 
x 787 -307 641 0 
x -794 -950 798 0 
x 597 985 -969 0 
x -17 850 -382 0 
x -479 -606 817 0 
x 427 -467 407 0 
x 628 158 -959 0 
x 638 -360 -298 0 
x 293 -677 -28 0 
x 382 -449 -721 0 
x -270 669 -106 0 
x 871 -728 416 0 
x -388 517 -285 0 
x -656 383 -101 0 
x -364 823 440 0 
x -571 724 934 0 
x 296 452 741 0 
x 490 818 -206 0 
x 359 -64 170 0 
x 945 -375 -805 0 
x -193 841 288 0 
x 288 -260 315 0 
x -578 821 704 0 
x 89 843 -737 0 
x 813 166 -515 0 
x -501 -807 -344 0 
x -234 -229 210 0 
x 720 -451 948 0 
x 555 -778 909 0 
x -604 -288 -880 0 
x 290 405 71 0 
x -925 -397 313 0 
x 715 269 -991 0 
x 971 969 592 0 
x 236 176 798 0 
x 744 -559 -180 0 
x -120 205 -518 0 
x 745 879 206 0 
x -407 782 -671 0 
x -614 433 215 0 
x -323 -318 -955 0 
x 263 50 886 0 
x -704 -921 -666 0 
x -472 -636 547 0 
x -225 889 -380 0 
x -27 550 993 0 
x 850 -983 -681 0 
x 360 -745 650 0 
x -835 442 -182 0 
x -311 512 753 0 
x 875 691 -134 0 
x -188 -213 -961 0 
x -392 -913 -466 0 
x -132 -812 -538 0 
x 860 705 888 0 
x 866 427 -72 0 
x 573 -898 -329 0 
x 968 -369 -978 0 
x 754 -274 132 0 
x -641 -964 -932 0 
x 430 -148 -712 0 
x -580 -737 -935 0 
x -153 418 -753 0 
x 280 -970 -467 0 
x -485 768 -943 0 
x -541 -726 659 0 
x -516 644 -953 0 
x -146 495 130 0 
x 169 -622 -349 0 
x 105 -48 270 0 
x 227 -759 477 0 
x -340 -676 150 0 
x 413 839 -928 0 
x -989 -52 -937 0 
x 584 -458 -935 0 
x -404 -268 20 0 
x -304 -32 -475 0 
x 545 525 590 0 
x -739 -745 780 0 
x -972 682 -431 0 
x 513 238 772 0 
x 680 270 -869 0 
x 130 564 -319 0 
x -664 284 490 0 
x -8 451 -790 0 
x -71 -56 -27 0 
x 971 -426 -355 0 
x 121 202 71 0 
x -896 -740 -477 0 
x -92 -465 -242 0 
x 9 -728 -302 0 
x -787 555 814 0 
x 199 -403 -861 0 
x 143 975 -822 0 
x 615 117 128 0 
x 368 776 586 0 
x 877 -648 129 0 
x 584 -645 829 0 
x -325 -921 278 0 
x -254 119 -205 0 
x -180 -5 102 0 
x 608 798 -904 0 
x 494 -204 -39 0 
x -912 714 -277 0 
x -36 -437 -844 0 
x -487 623 202 0 
x -596 -780 603 0 
x -382 263 977 0 
x -953 -258 463 0 
x 759 -98 -628 0 
x 693 103 -117 0 
x -259 68 -279 0 
x -384 -30 -332 0 
