p cnf 1000 100
x 643 -240 -247 0 
x -861 396 676 0 
x -434 670 -673 0 
x -501 -754 853 0 
x -39 798 182 0 
x -149 757 737 0 
x 424 -388 998 0 
x 308 -374 -224 0 
x -176 390 71 0 
x -425 -251 539 0 
x -680 473 108 0 
x 627 963 743 0 
x 328 -243 -645 0 
x -248 423 -798 0 
x 55 -22 -912 0 
x 828 672 -18 0 
x 833 919 -132 0 
x -8 -592 -67 0 
x -828 -234 -418 0 
x -155 -492 -333 0 
x -981 315 284 0 
x -474 -96 216 0 
x -723 73 849 0 
x -795 950 -637 0 
x 236 -764 -802 0 
x 454 152 869 0 
x 304 787 945 0 
x 384 -853 -22 0 
x 372 -430 -137 0 
x -725 -236 432 0 
x -138 -556 755 0 
x -892 55 4 0 
x -16 -758 406 0 
x 310 526 -731 0 
x 837 -939 560 0 
x 419 -697 -784 0 
x 336 717 -122 0 
x 511 -339 26 0 
x -282 737 166 0 
x 213 191 -498 0 
x 931 707 -356 0 
x -432 -843 -695 0 
x 505 -748 510 0 
x -476 -77 -42 0 
x 852 321 -754 0 
x -808 -392 -467 0 
x 731 451 -824 0 
x -871 867 675 0 
x -649 895 789 0 
x 705 826 -87 0 
x 563 -388 -918 0 
x 153 473 729 0 
x 817 -601 -15 0 
x 917 280 495 0 
x -8 -544 756 0 
x 286 94 925 0 
x -557 -664 286 0 
x 64 -533 190 0 
x -358 144 934 0 
x 481 -740 -438 0 
x -9 -596 -76 0 
x -98 76 7 0 
x 827 -791 -506 0 
x 825 988 485 0 
x 267 -843 28 0 
x -946 550 -636 0 
x 221 797 -603 0 
x -754 545 -957 0 
x 486 -111 -916 0 
x -358 854 938 0 
x 632 -246 363 0 
x -774 583 -715 0 
x 912 505 887 0 
x 381 514 -15 0 
x 879 -292 -21 0 
x -828 324 -885 0 
x 399 -81 477 0 
x -162 -268 -386 0 
x -7 -181 -726 0 
x 696 -369 827 0 
x -220 314 436 0 
x 450 375 -940 0 
x -883 -203 -692 0 
x -925 -659 -20 0 
x 84 -239 -732 0 
x 623 677 -288 0 
x 694 -146 462 0 
x 144 -219 -509 0 
x 926 -199 -707 0 
x -785 432 12 0 
x 259 -957 566 0 
x -404 -271 156 0 
x 836 -674 59 0 
x -420 -219 398 0 
x -483 -118 -600 0 
x -277 642 -870 0 
x -89 -519 850 0 
x -355 912 819 0 
x -410 -359 -535 0 
x -46 263 171 0 
