p cnf 1000 500
x 731 -769 -800 0 
x -73 337 57 0 
x -580 -71 -726 0 
x -681 786 114 0 
x -728 827 -75 0 
x -789 201 -424 0 
x 270 -893 -891 0 
x 400 -98 -885 0 
x -863 83 -58 0 
x -363 -561 790 0 
x 933 209 167 0 
x 330 982 369 0 
x 666 -712 169 0 
x 353 521 644 0 
x 658 167 -265 0 
x 885 552 772 0 
x 593 106 606 0 
x 661 -901 -719 0 
x 536 -907 432 0 
x -968 538 276 0 
x -982 189 166 0 
x -592 -26 440 0 
x -660 -268 267 0 
x 766 640 85 0 
x -101 -30 636 0 
x 529 556 -463 0 
x 797 -879 737 0 
x 956 464 745 0 
x 657 -720 406 0 
x -499 736 -439 0 
x -185 -707 850 0 
x -843 853 -163 0 
x -447 -843 -435 0 
x -820 494 -926 0 
x 15 853 -699 0 
x 516 -863 44 0 
x -779 592 42 0 
x 341 688 277 0 
x -291 -449 712 0 
x 152 -452 -667 0 
x -773 458 -860 0 
x 820 800 584 0 
x 423 497 -94 0 
x 979 235 27 0 
x -896 794 531 0 
x 153 -702 592 0 
x 9 -975 -781 0 
x 705 619 -392 0 
x 382 -48 -507 0 
x -187 -608 -694 0 
x -42 411 -617 0 
x 193 -908 -905 0 
x -662 196 983 0 
x -12 137 -582 0 
x 337 762 -398 0 
x 787 -819 -903 0 
x -560 -688 -162 0 
x -88 996 -291 0 
x -78 -418 79 0 
x 31 568 340 0 
x -414 -256 -221 0 
x -545 997 -584 0 
x 991 956 -763 0 
x 278 -380 -921 0 
x -332 705 -31 0 
x 935 911 609 0 
x -441 232 993 0 
x -272 57 -493 0 
x -222 -307 233 0 
x -203 -162 708 0 
x -662 -950 -705 0 
x -822 857 674 0 
x -620 -554 661 0 
x -960 369 -858 0 
x -520 2 433 0 
x 861 -377 -558 0 
x 280 -748 -239 0 
x 62 -301 273 0 
x 368 -426 822 0 
x -37 -326 -27 0 
x 631 639 863 0 
x 5 -445 -56 0 
x -117 901 -403 0 
x -237 786 998 0 
x 313 -564 -569 0 
x -125 610 344 0 
x 120 934 345 0 
x 715 -580 -952 0 
x 75 -450 -671 0 
x -981 -438 252 0 
x 463 292 -388 0 
x -941 -708 -768 0 
x 129 -503 -113 0 
x -625 483 519 0 
x -793 303 531 0 
x -140 -192 -689 0 
x 705 61 -863 0 
x 383 -275 835 0 
x -486 -207 217 0 
x -560 567 -206 0 
x -704 -772 -237 0 
x 863 883 214 0 
x -777 -457 -368 0 
x 988 432 686 0 
x -875 -543 45 0 
x 218 209 -763 0 
x -532 198 -855 0 
x 555 616 -281 0 
x 60 68 -716 0 
x 854 -336 -8 0 
x 210 889 -524 0 
x -8 582 -765 0 
x -992 875 333 0 
x 434 23 19 0 
x 573 -194 88 0 
x -882 -292 -290 0 
x -636 -951 -923 0 
x 499 -706 433 0 
x 297 814 776 0 
x 768 540 437 0 
x 142 308 -989 0 
x 572 558 -94 0 
x 574 630 271 0 
x 954 168 -343 0 
x 601 -758 -205 0 
x -6 -530 -184 0 
x 443 739 129 0 
x 196 339 310 0 
x 175 440 769 0 
x 333 489 -16 0 
x 553 210 -812 0 
x 225 -974 370 0 
x 869 563 -640 0 
x -191 -626 -933 0 
x -586 -42 -590 0 
x -647 865 198 0 
x 368 -383 704 0 
x -62 -178 -753 0 
x 669 -646 183 0 
x 914 -427 938 0 
x 474 783 275 0 
x -785 -391 -425 0 
x -335 689 -270 0 
x 610 661 -237 0 
x -473 665 54 0 
x 31 164 -397 0 
x 328 611 -571 0 
x 276 702 -285 0 
x 838 -738 391 0 
x -435 693 -234 0 
x -70 -495 752 0 
x 889 93 -484 0 
x 163 -670 892 0 
x -316 874 -370 0 
x -637 -384 581 0 
x 862 506 -931 0 
x 642 -358 311 0 
x 996 -666 -861 0 
x -617 -832 -359 0 
x 104 843 -130 0 
x 905 -358 116 0 
x -666 532 436 0 
x 310 714 503 0 
x -238 -748 646 0 
x -724 392 -914 0 
x 158 -822 -112 0 
x -712 -806 206 0 
x -723 7 -660 0 
x 753 -853 -702 0 
x -910 -880 -292 0 
x -542 277 -713 0 
x -109 518 -789 0 
x -435 -245 -491 0 
x -828 -483 932 0 
x 707 -490 669 0 
x -169 752 -639 0 
x -405 720 206 0 
x -537 247 640 0 
x 830 904 -102 0 
x 516 162 -937 0 
x 765 -367 189 0 
x 288 -925 -60 0 
x -329 974 87 0 
x -488 -317 898 0 
x -573 228 270 0 
x 726 96 448 0 
x 577 923 -363 0 
x 457 -628 -550 0 
x -712 -187 -534 0 
x -175 -430 -543 0 
x 29 867 64 0 
x -602 -747 -457 0 
x -360 392 -853 0 
x 717 900 -916 0 
x -268 110 -816 0 
x 534 -634 -974 0 
x -286 -87 880 0 
x -987 -985 -578 0 
x -298 660 -221 0 
x -806 137 -935 0 
x 644 40 -256 0 
x -297 -622 997 0 
x -285 -208 -668 0 
x 463 -867 -624 0 
x -800 -181 876 0 
x -181 -48 -418 0 
x -446 515 -625 0 
x 917 -553 171 0 
x -610 -118 251 0 
x 502 -250 -617 0 
x 743 923 -70 0 
x -147 -488 -283 0 
x -284 36 390 0 
x 804 508 -410 0 
x -461 467 -613 0 
x -982 -701 -561 0 
x -645 821 -780 0 
x -33 86 62 0 
x -366 746 -89 0 
x 584 -147 379 0 
x -827 -815 194 0 
x -679 621 732 0 
x 44 931 978 0 
x -711 -50 -976 0 
x -146 -621 958 0 
x -616 769 285 0 
x -186 -113 107 0 
x -493 -387 -677 0 
x -122 -465 -458 0 
x -671 587 634 0 
x 185 744 710 0 
x -121 -177 484 0 
x -990 -282 -881 0 
x -913 -704 736 0 
x 334 989 -245 0 
x 833 488 -852 0 
x 615 -232 179 0 
x -786 700 218 0 
x 65 -813 -675 0 
x -860 245 -993 0 
x 713 -397 -538 0 
x -345 567 192 0 
x -743 676 285 0 
x -983 -931 -86 0 
x 895 342 925 0 
x -870 987 556 0 
x 488 -236 676 0 
x 952 -267 -109 0 
x -693 632 -697 0 
x -773 -786 601 0 
x 823 601 611 0 
x -285 -681 804 0 
x 107 975 -427 0 
x -929 -277 -4 0 
x -636 668 383 0 
x 385 315 -256 0 
x 846 -370 473 0 
x 717 -811 -645 0 
x -103 -671 346 0 
x -495 -315 427 0 
x -133 902 52 0 
x 34 87 -126 0 
x 204 -74 127 0 
x -164 108 -605 0 
x -788 115 -413 0 
x 589 -760 988 0 
x 752 -760 -254 0 
x 33 -652 908 0 
x 797 -679 983 0 
x 770 -614 -840 0 
x 384 -543 -345 0 
x 514 417 784 0 
x -875 90 212 0 
x -24 -746 -238 0 
x 321 102 -59 0 
x 470 -863 -2 0 
x -370 996 -75 0 
x 354 -733 -936 0 
x -429 -751 811 0 
x 292 924 568 0 
x -541 -381 -557 0 
x 496 451 -278 0 
x 611 806 984 0 
x 383 -498 -664 0 
x -580 55 333 0 
x 913 -233 -636 0 
x 642 30 -337 0 
x 851 929 -923 0 
x 486 -864 -30 0 
x -377 91 -376 0 
x -82 49 -164 0 
x -634 492 269 0 
x 789 746 -663 0 
x -827 157 -708 0 
x 778 -323 -931 0 
x 83 176 -935 0 
x 235 -988 123 0 
x -735 -785 751 0 
x -909 696 862 0 
x -562 -739 -740 0 
x 771 947 956 0 
x -156 -628 -718 0 
x -208 -770 -590 0 
x -110 -576 941 0 
x 672 973 -511 0 
x -706 963 -909 0 
x -310 79 629 0 
x -56 -192 663 0 
x -938 269 -628 0 
x 95 258 -44 0 
x -83 -805 -677 0 
x -425 307 597 0 
x 558 -512 -47 0 
x -226 407 -964 0 
x 952 42 -333 0 
x -498 -791 -658 0 
x -699 150 414 0 
x 53 468 -368 0 
x 847 -834 792 0 
x 893 907 -729 0 
x 784 382 502 0 
x 899 -968 -340 0 
x -497 -991 7 0 
x -253 733 -446 0 
x -419 -173 862 0 
x -710 980 117 0 
x -628 684 -868 0 
x -326 -48 -839 0 
x 655 -878 -337 0 
x -191 -206 480 0 
x 623 434 300 0 
x 897 846 580 0 
x -912 968 871 0 
x 504 972 26 0 
x -465 -448 452 0 
x 359 194 84 0 
x 364 -748 942 0 
x 829 285 794 0 
x -201 571 716 0 
x -338 -674 -283 0 
x 612 -147 -531 0 
x 125 568 -311 0 
x 460 -527 -844 0 
x 913 -560 -643 0 
x -110 332 -419 0 
x -870 709 -447 0 
x 553 950 -355 0 
x -152 -217 -720 0 
x -231 -447 762 0 
x 769 133 -922 0 
x 491 -958 227 0 
x -638 847 383 0 
x -957 -293 -135 0 
x 775 552 540 0 
x -19 872 609 0 
x -880 -465 578 0 
x 552 737 -967 0 
x 336 765 352 0 
x 668 -947 988 0 
x -744 896 -462 0 
x 716 440 66 0 
x -663 905 54 0 
x 819 965 -967 0 
x -335 676 -530 0 
x 127 -299 -825 0 
x 241 -54 287 0 
x 25 492 508 0 
x 320 897 -724 0 
x -704 -473 -179 0 
x 576 -846 -420 0 
x 825 281 800 0 
x -52 165 -907 0 
x -679 327 855 0 
x 344 -626 -15 0 
x -820 514 840 0 
x 971 111 155 0 
x -628 686 -892 0 
x -736 -748 -152 0 
