p cnf 1000 300
x -306 -815 739 0 
x -27 374 541 0 
x -508 -831 260 0 
x -658 177 397 0 
x 108 -703 -937 0 
x 844 -859 221 0 
x -769 203 761 0 
x 47 -718 162 0 
x 343 738 77 0 
x -459 -736 -252 0 
x 908 -983 -947 0 
x -863 -33 -322 0 
x -444 -769 343 0 
x 921 730 443 0 
x 555 -180 -159 0 
x 630 984 564 0 
x 412 -102 -509 0 
x 314 360 123 0 
x 188 296 868 0 
x 614 -422 -125 0 
x 600 -59 44 0 
x -787 695 692 0 
x -194 938 499 0 
x -45 953 481 0 
x -594 203 -765 0 
x -473 -480 482 0 
x -72 615 281 0 
x -317 787 861 0 
x 649 507 145 0 
x 657 593 -58 0 
x 607 -550 32 0 
x 24 -209 -608 0 
x 393 -748 591 0 
x 138 72 -78 0 
x 817 494 923 0 
x 454 12 430 0 
x 20 588 690 0 
x -876 -61 -352 0 
x -823 -705 -584 0 
x 823 93 805 0 
x 843 -467 215 0 
x 945 -400 59 0 
x 20 -892 982 0 
x -512 676 347 0 
x 620 227 527 0 
x -855 813 -905 0 
x 811 717 654 0 
x -583 34 -878 0 
x -249 887 -165 0 
x 532 -943 95 0 
x -602 -577 886 0 
x 421 714 -504 0 
x -442 -681 -721 0 
x 645 751 -79 0 
x 896 -110 765 0 
x 685 -422 429 0 
x -766 649 166 0 
x 995 -141 -888 0 
x -866 -403 -662 0 
x 731 -668 -749 0 
x -157 397 -795 0 
x 610 982 -151 0 
x 69 720 -424 0 
x 692 897 443 0 
x -18 421 15 0 
x -721 444 -482 0 
x -81 -652 -349 0 
x -283 -914 -120 0 
x -287 380 391 0 
x -93 -823 -483 0 
x -608 -721 -673 0 
x 751 -707 -850 0 
x 853 -387 -952 0 
x 454 -993 -655 0 
x -524 -809 -382 0 
x 713 -173 733 0 
x 952 485 770 0 
x 663 935 409 0 
x 342 826 52 0 
x 154 -829 994 0 
x -859 -350 -506 0 
x 417 816 -664 0 
x -978 406 -258 0 
x -278 871 888 0 
x 946 -933 111 0 
x 730 938 40 0 
x -857 -398 77 0 
x 858 363 338 0 
x 880 -665 362 0 
x -327 -448 90 0 
x -771 -879 21 0 
x -58 621 -108 0 
x -106 778 -650 0 
x -568 765 106 0 
