p cnf 1000 200
x -467 433 11 0 
x -587 384 -657 0 
x -420 800 247 0 
x 946 -553 -38 0 
x -269 -901 -568 0 
x -464 -791 166 0 
x -880 408 -429 0 
x -859 391 561 0 
x 559 -213 -451 0 
x -785 575 827 0 
x -322 489 325 0 
x -469 811 391 0 
x 264 -217 757 0 
x 54 937 -233 0 
x 669 987 851 0 
x -200 -177 710 0 
x 868 547 -120 0 
x -531 632 230 0 
x 489 21 614 0 
x 872 192 802 0 
x -119 633 205 0 
x 552 -323 -510 0 
x -709 -209 36 0 
x 686 -645 -723 0 
x -693 -1 -844 0 
x 503 -854 761 0 
x -66 -589 -413 0 
x 782 941 829 0 
x -112 802 -733 0 
x -60 56 -273 0 
x 754 -61 599 0 
x 1000 182 501 0 
x 895 -362 -373 0 
x -476 -60 362 0 
x 349 278 -115 0 
x 787 196 519 0 
x 287 -411 -294 0 
x 76 114 354 0 
x 436 -344 -781 0 
x 300 748 139 0 
x -582 385 306 0 
x -995 740 -627 0 
x 451 800 853 0 
x -602 427 581 0 
x 941 -674 -771 0 
x 523 -675 -545 0 
x 202 -424 540 0 
x -435 66 -803 0 
x -502 762 -625 0 
x 628 891 118 0 
x 740 -683 74 0 
x -818 -313 -660 0 
x -633 -741 552 0 
x -829 959 -938 0 
x -985 -905 175 0 
x -555 200 -521 0 
x -886 715 -158 0 
x -501 -455 -355 0 
x 983 -363 -675 0 
x -512 214 85 0 
x 213 -347 307 0 
x 243 461 -871 0 
x 487 803 -108 0 
x -492 -588 699 0 
x 63 58 52 0 
x 141 -728 -832 0 
x -971 688 -276 0 
x 245 851 -995 0 
x -950 -145 512 0 
x 579 -989 658 0 
x 305 -897 841 0 
x -309 -359 165 0 
x 445 760 -29 0 
x 417 -252 -275 0 
x 634 986 -812 0 
x -858 717 1 0 
x -313 -35 382 0 
x 363 -137 -677 0 
x 697 141 323 0 
x -478 641 -424 0 
x 448 958 677 0 
x 268 -865 -126 0 
x 923 33 775 0 
x -466 105 -42 0 
x -147 823 315 0 
x 539 -549 -675 0 
x 56 -907 345 0 
x 958 228 300 0 
x 268 -109 -960 0 
x -725 -688 671 0 
x 549 524 -542 0 
x 871 50 -55 0 
x 959 858 91 0 
x -295 643 -860 0 
x -328 -769 -759 0 
x -744 29 -115 0 
x -588 -456 451 0 
x -101 879 -92 0 
x -79 715 -477 0 
x 579 514 -963 0 
x 501 854 -512 0 
x 691 782 -971 0 
x 636 791 -569 0 
x 490 647 -901 0 
x -278 47 567 0 
x -426 -221 -475 0 
x -829 -795 -610 0 
x -670 456 548 0 
x -623 -763 103 0 
x 72 -698 647 0 
x -680 -145 147 0 
x 814 -777 811 0 
x 167 698 -743 0 
x -316 -891 399 0 
x -177 -804 -280 0 
x -421 -722 -556 0 
x -317 -687 703 0 
x -482 -389 -473 0 
x -136 -991 -228 0 
x 726 -948 -914 0 
x 983 789 514 0 
x -38 967 285 0 
x -229 505 121 0 
x -16 -570 878 0 
x 933 80 425 0 
x 389 -194 920 0 
x -289 704 -849 0 
x 113 -562 -667 0 
x -7 664 -613 0 
x -4 -440 -453 0 
x 324 -825 -705 0 
x -743 789 -791 0 
x -495 -910 -259 0 
x 26 -185 -847 0 
x 874 617 -655 0 
x 873 -725 62 0 
x 58 137 562 0 
x -702 722 -930 0 
x -858 -83 616 0 
x 375 -428 -644 0 
x 371 478 36 0 
x -452 -129 566 0 
x 351 -454 681 0 
x -813 -754 265 0 
x -924 -703 379 0 
x -103 407 330 0 
x -958 490 -532 0 
x -65 -70 141 0 
x -108 -303 257 0 
x 932 870 -556 0 
x -296 782 244 0 
x 492 968 -142 0 
x 200 -404 830 0 
x 405 -294 -555 0 
x -404 -953 277 0 
x 873 -598 81 0 
x 960 882 806 0 
x -624 397 75 0 
x -926 384 -441 0 
x -445 -844 551 0 
x -722 -61 31 0 
x -258 -774 391 0 
x -606 785 -77 0 
x -51 -483 -951 0 
x -142 -314 655 0 
x -988 255 -485 0 
x -977 -241 -345 0 
x 769 824 436 0 
x -15 -925 -40 0 
x 225 779 737 0 
x 416 -164 116 0 
x 696 -7 -500 0 
x 722 -265 -168 0 
x -348 748 287 0 
x 458 -225 477 0 
x 386 312 722 0 
x -446 -183 -246 0 
x 367 41 603 0 
x -96 788 -861 0 
x 797 595 -566 0 
x 675 -328 104 0 
x 471 439 956 0 
x 496 391 -965 0 
x -230 -487 -629 0 
x -304 -99 789 0 
x -296 712 154 0 
x 978 326 -48 0 
x 923 562 103 0 
x 741 261 960 0 
x -154 595 640 0 
x -574 802 63 0 
x 710 660 685 0 
x -932 217 -507 0 
x 907 -939 717 0 
x -513 -558 91 0 
x -435 909 -353 0 
x 663 323 -925 0 
x -463 -28 -933 0 
x -586 640 658 0 
x 781 -867 -617 0 
