p cnf 1000 600
x 355 951 798 0 
x 6 -536 -59 0 
x 449 741 941 0 
x 365 -833 -515 0 
x 586 871 -739 0 
x 99 -394 100 0 
x 887 997 552 0 
x 888 -870 349 0 
x -74 869 -266 0 
x -19 -81 757 0 
x 330 115 -968 0 
x -237 -277 -677 0 
x -753 33 856 0 
x 578 -905 -531 0 
x -732 -583 -278 0 
x 523 -124 587 0 
x 514 519 276 0 
x 98 -621 497 0 
x -191 -325 -769 0 
x -997 353 231 0 
x 221 -90 561 0 
x 714 -430 183 0 
x -570 240 444 0 
x -267 -958 -850 0 
x -267 128 -629 0 
x -999 995 568 0 
x -366 858 60 0 
x -637 -360 713 0 
x -124 11 507 0 
x 12 -141 -211 0 
x 220 691 147 0 
x 207 630 755 0 
x -194 -549 -805 0 
x 471 -636 727 0 
x 632 405 -713 0 
x 589 451 -706 0 
x 532 -697 136 0 
x -770 -529 -341 0 
x 944 -971 -986 0 
x -301 616 -74 0 
x 134 -866 -745 0 
x 160 187 -850 0 
x -576 -205 -647 0 
x 438 -279 -533 0 
x 49 -559 682 0 
x -9 772 956 0 
x -385 -582 -693 0 
x 687 -715 -68 0 
x 154 931 478 0 
x 968 594 678 0 
x -553 -19 719 0 
x 110 -636 -654 0 
x 53 368 879 0 
x -907 619 -827 0 
x 680 741 -775 0 
x -5 -988 640 0 
x 923 584 -473 0 
x 285 -457 -870 0 
x 460 -774 121 0 
x 654 -945 -277 0 
x -848 -916 -355 0 
x 598 630 791 0 
x 21 360 476 0 
x -569 -647 916 0 
x 582 -925 -524 0 
x 835 -198 -209 0 
x 519 -313 662 0 
x 159 245 431 0 
x -983 946 -404 0 
x -180 194 -260 0 
x 79 754 594 0 
x -945 -230 689 0 
x 253 280 426 0 
x 467 662 981 0 
x 887 -822 120 0 
x 825 552 935 0 
x 655 50 240 0 
x -301 -180 -206 0 
x -26 135 -173 0 
x -890 580 90 0 
x -711 338 -724 0 
x -652 721 -859 0 
x -13 954 -274 0 
x 196 862 674 0 
x 141 548 755 0 
x -884 343 626 0 
x 885 167 -486 0 
x 776 -984 672 0 
x 309 807 -730 0 
x 327 617 941 0 
x -619 -744 881 0 
x 274 -472 -925 0 
x 340 -928 -626 0 
x -819 831 341 0 
x 658 -6 467 0 
x -324 130 -52 0 
x -467 567 477 0 
x 782 485 -391 0 
x -958 611 -431 0 
x 444 -155 74 0 
x -812 475 845 0 
x 486 -688 966 0 
x 236 -219 138 0 
x -603 -374 -385 0 
x -575 -535 968 0 
x -911 -542 -607 0 
x 871 471 -985 0 
x 273 -98 19 0 
x -915 -603 454 0 
x -379 189 -871 0 
x 276 162 -136 0 
x 941 -998 749 0 
x -924 -12 732 0 
x -471 513 269 0 
x -196 -246 -965 0 
x 459 -919 592 0 
x 465 -721 -262 0 
x -448 221 -1 0 
x 77 -728 569 0 
x 633 -241 868 0 
x -315 -668 -574 0 
x 290 570 -324 0 
x -177 -744 -317 0 
x -382 856 -793 0 
x -988 -799 977 0 
x -742 620 692 0 
x 848 -279 -854 0 
x -1 810 183 0 
x -702 -97 607 0 
x 631 -74 -861 0 
x 849 360 809 0 
x -819 -661 -895 0 
x 969 960 -841 0 
x -350 -729 -260 0 
x 722 -285 272 0 
x 184 81 -455 0 
x -211 106 308 0 
x 642 -543 -506 0 
x -599 -576 674 0 
x 409 629 -647 0 
x -465 -680 107 0 
x -771 -956 -17 0 
x -800 125 582 0 
x -565 22 457 0 
x -969 16 399 0 
x 852 552 -217 0 
x -755 434 438 0 
x 224 510 366 0 
x -583 -671 -125 0 
x 323 482 170 0 
x 300 -44 -315 0 
x -885 -809 77 0 
x 83 142 505 0 
x 467 -991 -1 0 
x -955 -507 -509 0 
x -259 789 302 0 
x 665 284 375 0 
x -171 52 690 0 
x -257 -829 290 0 
x -9 -165 943 0 
x 334 -529 -845 0 
x 172 -318 -672 0 
x -991 -571 576 0 
x 287 371 -773 0 
x -856 -754 178 0 
x -884 698 264 0 
x 372 754 -228 0 
x 473 199 -662 0 
x -793 -178 741 0 
x -576 162 875 0 
x -676 -299 -363 0 
x -613 -382 -161 0 
x 792 812 -140 0 
x 63 -194 -441 0 
x -373 -593 281 0 
x -420 519 664 0 
x -567 272 -261 0 
x -871 -168 466 0 
x 131 217 -887 0 
x 195 748 746 0 
x 459 837 -408 0 
x 486 937 -107 0 
x 124 -448 -653 0 
x -660 -432 966 0 
x -882 -864 -832 0 
x -327 887 -351 0 
x 766 294 120 0 
x 680 -629 -674 0 
x 161 176 645 0 
x -360 662 -97 0 
x 146 -343 -217 0 
x 280 252 -324 0 
