p cnf 1000 400
x -224 180 891 0 
x 374 569 585 0 
x -696 321 324 0 
x 129 -754 -638 0 
x -770 -436 -242 0 
x -935 -582 9 0 
x -831 96 -912 0 
x 978 515 -856 0 
x 595 811 -785 0 
x 761 386 -483 0 
x 591 -695 676 0 
x 720 -603 530 0 
x -415 307 515 0 
x -280 -315 4 0 
x 488 146 286 0 
x -771 450 -380 0 
x 882 -888 21 0 
x 826 -970 651 0 
x -991 86 268 0 
x -574 -55 902 0 
x -325 -190 987 0 
x 469 34 353 0 
x -957 -143 534 0 
x -160 -696 -978 0 
x -186 -299 473 0 
x 841 414 -928 0 
x -413 131 956 0 
x 601 -933 490 0 
x -840 -302 -273 0 
x -831 808 902 0 
x -435 -235 -833 0 
x -713 -126 -803 0 
x 69 -804 -233 0 
x -847 429 388 0 
x 211 470 2 0 
x 737 -114 -971 0 
x 380 -430 -904 0 
x 129 -677 -584 0 
x 291 818 694 0 
x 20 -787 520 0 
x 964 -189 -765 0 
x -986 8 -64 0 
x 112 840 -950 0 
x 214 386 428 0 
x 982 410 -453 0 
x -306 299 172 0 
x 82 925 -187 0 
x -96 30 -279 0 
x -750 996 -457 0 
x -192 694 -608 0 
x 395 -525 -510 0 
x 652 825 -281 0 
x 893 -927 -963 0 
x -726 -633 -966 0 
x -482 -413 437 0 
x -591 -943 91 0 
x -227 -897 -236 0 
x 539 111 -378 0 
x 92 237 541 0 
x -987 -880 -908 0 
x 396 -252 153 0 
x 406 509 -353 0 
x -583 75 -510 0 
x 26 41 -67 0 
x -425 364 -263 0 
x -232 -617 877 0 
x -335 431 824 0 
x -831 956 272 0 
x -821 -45 647 0 
x 341 825 -367 0 
x -181 -208 322 0 
x 226 721 517 0 
x 990 789 249 0 
x -351 -992 248 0 
x -933 -82 -3 0 
x 442 -751 -843 0 
x 286 878 -839 0 
x -689 -825 -148 0 
x -290 -368 -296 0 
x 981 662 19 0 
x -536 462 342 0 
x -503 9 679 0 
x 328 -986 108 0 
x 889 -60 95 0 
x 308 -793 412 0 
x -381 -134 -53 0 
x -34 -567 -396 0 
x 408 935 473 0 
x -403 112 288 0 
x -475 802 743 0 
x 976 -674 -127 0 
x 705 275 -857 0 
x 530 -139 -843 0 
x -695 -230 489 0 
x 991 26 -740 0 
x 638 786 -209 0 
x 41 -90 -27 0 
x -160 401 -412 0 
x -342 -100 -948 0 
x 409 803 861 0 
x 864 -99 -576 0 
x -1000 60 903 0 
x 321 9 902 0 
x -140 35 -203 0 
x -507 -716 440 0 
x 301 -757 -546 0 
x -143 282 616 0 
x 812 713 4 0 
x 957 -650 554 0 
x -931 849 -92 0 
x 510 25 -585 0 
x 555 -878 -448 0 
x -706 -775 407 0 
x -631 -427 -436 0 
x -112 333 -450 0 
x -560 868 864 0 
x 816 -277 998 0 
x -442 -470 -17 0 
x 113 -143 -754 0 
x -951 -462 -404 0 
x 375 791 -282 0 
x 410 -549 76 0 
x 924 682 50 0 
x 301 531 520 0 
x -50 950 -385 0 
x -46 -660 -367 0 
x 664 502 -138 0 
x -559 -544 13 0 
x -611 368 -709 0 
x -859 -726 -690 0 
x 513 236 -381 0 
x -770 -719 -169 0 
x -46 127 -841 0 
x 467 849 -518 0 
x -335 71 -306 0 
x 287 -587 -138 0 
x -897 459 91 0 
x -30 -466 -793 0 
x -126 780 -138 0 
x -529 -770 438 0 
x 139 765 -397 0 
x 750 46 804 0 
x 730 -922 -737 0 
x -983 224 -139 0 
x -659 -990 657 0 
x 277 666 -745 0 
x -905 653 -938 0 
x 825 665 821 0 
x -345 875 943 0 
x 649 -289 346 0 
x -259 786 -123 0 
x 10 823 830 0 
x 624 -931 867 0 
x -764 -214 57 0 
x 3 -277 -43 0 
x 486 380 -350 0 
x -937 826 671 0 
x 974 -1 323 0 
x -480 -900 828 0 
x -918 907 -595 0 
x 69 -188 -816 0 
x -519 -153 492 0 
x 514 -526 -228 0 
x 926 -103 -26 0 
x -975 -535 35 0 
x -691 -37 105 0 
x -944 -756 -773 0 
x 284 333 -206 0 
x 733 606 88 0 
x -284 -742 988 0 
x 853 -689 -332 0 
x -334 -600 323 0 
x -612 -526 -67 0 
x -450 970 559 0 
x 885 -248 193 0 
x 962 444 -212 0 
x 429 -577 -383 0 
x -340 -891 -534 0 
x 954 145 796 0 
x -777 347 47 0 
x 61 845 -226 0 
x -581 -24 929 0 
x 624 606 -305 0 
x 877 -936 127 0 
x -676 896 878 0 
x 669 -416 -126 0 
x -849 596 49 0 
x -871 398 -679 0 
x 496 -640 675 0 
x 21 401 -380 0 
x 372 -610 -309 0 
x -577 -245 -9 0 
x -452 67 189 0 
x 440 -449 -368 0 
x -675 -346 242 0 
x 212 547 55 0 
x -887 -78 -524 0 
x -821 889 -610 0 
x -465 223 991 0 
x -824 386 -596 0 
x -731 799 -646 0 
x 429 962 -790 0 
x 738 -802 -475 0 
x 493 418 -980 0 
x -233 486 44 0 
x -140 -386 145 0 
x -588 -164 958 0 
x -263 -286 819 0 
x -744 -291 220 0 
x 841 -183 -753 0 
x 129 512 -190 0 
x -464 627 716 0 
x -323 540 -82 0 
x 495 -579 881 0 
x -70 -366 27 0 
x 299 -289 383 0 
x -822 498 -841 0 
x 219 -514 510 0 
x -101 874 -634 0 
x -236 -708 -959 0 
x 614 944 144 0 
x -818 -716 -786 0 
x 357 830 -721 0 
x -615 603 -539 0 
x 151 319 -264 0 
x 105 -318 -153 0 
x 130 -882 217 0 
x 833 633 -801 0 
x -757 -668 -311 0 
x -349 -718 -985 0 
x 325 -202 -895 0 
x -443 295 -524 0 
x -911 -780 -181 0 
x -116 -717 -856 0 
x -766 -810 940 0 
x -170 441 882 0 
x 938 -881 231 0 
x -12 668 -188 0 
x 591 -129 703 0 
x -870 506 232 0 
x 633 551 -263 0 
x -666 868 241 0 
x -176 501 -24 0 
x 203 58 500 0 
x -288 115 -175 0 
x -304 -411 706 0 
x 291 -192 -518 0 
x 554 140 582 0 
x 545 -738 671 0 
x 335 -479 -210 0 
x -475 109 -316 0 
x -589 881 -169 0 
x 59 273 153 0 
x -151 892 957 0 
x 133 161 421 0 
x 511 830 800 0 
x -792 -527 -294 0 
x -185 265 213 0 
x -560 -390 -51 0 
x -258 494 -591 0 
x 781 65 -653 0 
x -399 -427 -919 0 
x 931 -242 -794 0 
x -642 436 -256 0 
x 955 271 149 0 
x -356 -674 444 0 
x -899 828 201 0 
x -999 -58 -66 0 
x 24 595 789 0 
x -118 -373 998 0 
x -451 673 -912 0 
x -200 -755 52 0 
x -947 975 -593 0 
x -560 -948 642 0 
x -613 857 118 0 
x -267 -111 -290 0 
x 416 882 104 0 
x 643 201 -199 0 
x 345 -54 117 0 
x -328 639 -634 0 
x -1000 -727 164 0 
x -333 388 483 0 
x -689 322 418 0 
x -663 138 -967 0 
x -118 495 -836 0 
x 83 -296 836 0 
x 274 -381 -808 0 
x 316 786 -340 0 
x -627 -221 -732 0 
x -208 732 -389 0 
x 497 -731 -783 0 
x 700 511 51 0 
x 590 -187 761 0 
x 261 699 873 0 
x 465 478 791 0 
x 46 213 -374 0 
x -874 -440 924 0 
x -751 -247 -303 0 
x 164 850 667 0 
x 73 814 238 0 
x 400 -67 -187 0 
x 596 835 273 0 
x 812 499 750 0 
x -26 -258 284 0 
x 785 -301 700 0 
x -294 413 517 0 
x -949 908 -266 0 
x -652 -762 -115 0 
x 819 998 -953 0 
x 7 -715 575 0 
x 489 -55 -497 0 
x 734 402 -850 0 
x 157 -88 -285 0 
x -258 630 -962 0 
x 147 376 927 0 
x -475 42 6 0 
x -295 -112 -571 0 
x 176 -10 -481 0 
x 105 657 -290 0 
x 664 -480 -522 0 
x -908 -179 975 0 
x 156 808 333 0 
x 145 496 682 0 
x -684 -419 -731 0 
x 169 140 -589 0 
x 416 624 -818 0 
x -298 -159 -520 0 
x 787 279 -748 0 
x 816 -932 389 0 
x -289 783 374 0 
x -18 -472 -439 0 
x -197 348 131 0 
x -643 -960 -823 0 
x -123 542 381 0 
x 875 -186 -464 0 
x 682 -148 149 0 
x 222 -34 -746 0 
x 427 -617 872 0 
x -247 731 -505 0 
x 949 210 -142 0 
x 484 79 729 0 
x 328 -72 426 0 
x -207 -601 -906 0 
x 450 -689 -836 0 
x 88 -305 147 0 
x 371 678 -459 0 
x 849 398 -114 0 
x 757 592 -454 0 
x -424 859 592 0 
x -269 -901 -487 0 
x -966 704 -159 0 
x 377 796 60 0 
x 677 -584 737 0 
x -557 818 422 0 
x 89 642 -574 0 
x -536 85 -703 0 
x 919 -371 -242 0 
x 923 -13 245 0 
x 315 310 -792 0 
x -533 -910 588 0 
x -440 -454 457 0 
x 308 -809 -521 0 
x -880 -600 777 0 
x -341 -522 488 0 
x 466 793 471 0 
x -906 634 815 0 
x -305 430 -388 0 
x -442 784 -676 0 
x -274 -864 -422 0 
x -261 -507 343 0 
x -114 -981 95 0 
x 637 620 711 0 
x -452 -668 540 0 
x -747 -796 -741 0 
x -287 -204 -927 0 
x -67 -559 113 0 
x -312 -127 758 0 
x -982 68 295 0 
x 27 354 31 0 
x 832 -446 -118 0 
x 649 -444 -924 0 
x 344 -949 699 0 
x 656 -388 -638 0 
x -151 -400 189 0 
x 863 -704 871 0 
x 38 861 98 0 
x -821 -353 328 0 
x 198 -652 -982 0 
x -718 779 727 0 
x -78 -140 -740 0 
x 781 789 -726 0 
x 96 -210 242 0 
x 377 -296 -524 0 
x 398 -875 73 0 
x 358 -305 -960 0 
x 18 930 -247 0 
x 282 598 936 0 
x 41 -782 -175 0 
x -842 111 -120 0 
x 288 403 -468 0 
