p cnf 1000 700
x -925 -540 174 0 
x 937 242 394 0 
x -375 -380 -502 0 
x -601 -244 107 0 
x -359 -255 852 0 
x 330 552 -359 0 
x -814 149 242 0 
x 931 886 857 0 
x -273 372 366 0 
x 226 -660 -286 0 
x 634 -991 -76 0 
x 435 -316 867 0 
x 409 817 -20 0 
x 606 738 -65 0 
x -208 303 -642 0 
x -816 423 -91 0 
x -365 751 -605 0 
x -636 -571 556 0 
x -519 147 234 0 
x -515 945 628 0 
x 980 -462 -349 0 
x 664 255 122 0 
x -343 -209 351 0 
x 56 384 -403 0 
x -594 687 -397 0 
x -123 592 -699 0 
x -556 -716 -238 0 
x -125 379 940 0 
x -197 -473 -99 0 
x -824 -456 -995 0 
x 287 -194 226 0 
x 249 -725 -852 0 
x -976 -724 701 0 
x 30 -568 303 0 
x 17 -254 518 0 
x 434 -288 -886 0 
x 183 -937 -334 0 
x 841 626 -30 0 
x 490 -603 612 0 
x -206 210 -713 0 
x 138 21 -760 0 
x 975 464 839 0 
x 462 91 -921 0 
x -636 -465 -913 0 
x -279 959 -416 0 
x 898 183 138 0 
x -805 863 -421 0 
x 697 -321 924 0 
x -194 -308 -103 0 
x 473 -978 -550 0 
x 836 -662 420 0 
x 426 352 450 0 
x -838 528 -647 0 
x -276 -9 -89 0 
x -947 -749 -1000 0 
x -610 230 246 0 
x -236 91 597 0 
x -995 398 -715 0 
x -74 -33 120 0 
x 101 -217 172 0 
x -485 -279 -656 0 
x -875 781 -401 0 
x -493 -644 -866 0 
x -32 -924 894 0 
x -743 -293 579 0 
x -412 -625 -31 0 
x -803 -233 656 0 
x -75 706 516 0 
x -310 756 999 0 
x -490 -551 190 0 
x -122 -495 233 0 
x 568 -30 333 0 
x -949 934 383 0 
x -149 592 636 0 
x 347 -514 906 0 
x 763 -564 706 0 
x -127 505 -290 0 
x -583 -173 515 0 
x -921 -936 575 0 
x -115 137 413 0 
x -961 522 -45 0 
x 864 467 822 0 
x -438 937 219 0 
x -107 -810 338 0 
x 374 550 -409 0 
x -94 433 -321 0 
x -160 445 -252 0 
x 665 -802 766 0 
x 817 199 130 0 
x -20 -743 82 0 
x 393 241 -35 0 
x 122 -915 145 0 
x -678 790 52 0 
x -465 397 200 0 
x 240 974 -374 0 
x 693 -86 -83 0 
x 3 -42 158 0 
x 903 -94 -659 0 
x -908 -618 -320 0 
x -976 664 825 0 
x -815 -796 412 0 
x -630 44 -98 0 
x -938 705 -311 0 
x 841 -670 -26 0 
x 550 -347 783 0 
x -25 266 -79 0 
x -447 757 587 0 
x -471 848 748 0 
x 884 -83 345 0 
x 589 642 741 0 
x -758 -409 -41 0 
x 773 878 -251 0 
x 632 614 -952 0 
x -414 -790 -804 0 
x -236 842 -505 0 
x 966 251 -196 0 
x 529 29 268 0 
x 380 775 -25 0 
x -398 155 -374 0 
x -446 412 692 0 
x 53 -205 -524 0 
x -110 797 617 0 
x 855 -718 815 0 
x -567 -451 665 0 
x 49 -248 118 0 
x -69 391 459 0 
x -401 911 89 0 
x -603 -156 803 0 
x -403 -269 -618 0 
x 122 -936 327 0 
x 156 963 60 0 
x 128 797 -880 0 
x -518 834 -243 0 
x -641 303 -905 0 
x -130 -453 504 0 
x 398 645 622 0 
x -595 392 -989 0 
x 432 109 893 0 
x 305 155 -99 0 
x 472 6 -280 0 
x -642 -207 711 0 
x 232 -418 -471 0 
x 525 332 255 0 
x 793 606 -587 0 
x -163 -276 795 0 
x 533 -705 311 0 
x 208 -982 583 0 
x 371 -973 -565 0 
x -777 -587 -273 0 
x 976 -603 863 0 
x -31 815 -834 0 
x -723 240 656 0 
x -563 -846 -859 0 
x 724 732 97 0 
x -316 469 -811 0 
x 157 -243 -790 0 
x -806 748 -556 0 
x 95 234 108 0 
x -802 434 381 0 
x -691 -858 -519 0 
x -729 -979 306 0 
x 162 861 361 0 
x 56 809 -915 0 
x -747 311 -198 0 
x -880 277 -949 0 
x -122 558 717 0 
x 48 75 467 0 
x -119 -713 244 0 
x -523 976 -23 0 
x 495 -485 959 0 
x 233 912 648 0 
x 186 41 629 0 
x 882 348 -26 0 
x 518 388 -295 0 
x -608 926 25 0 
x 857 -986 106 0 
x 845 -143 -267 0 
x 124 -787 -517 0 
x 863 -607 375 0 
x 668 -318 -970 0 
x -773 701 832 0 
x 315 238 -50 0 
x 48 -859 -313 0 
x 14 -859 708 0 
x -36 471 -780 0 
x -942 39 79 0 
x 300 -629 -621 0 
x -760 91 -450 0 
x -127 868 -892 0 
x 227 -563 212 0 
x 716 778 352 0 
x -8 443 -173 0 
x -946 289 -929 0 
x -312 -15 -930 0 
x 577 823 39 0 
x -163 691 549 0 
x -723 977 -625 0 
x 757 236 543 0 
x 541 -493 -764 0 
x 86 -6 -397 0 
x 415 703 359 0 
x -69 793 -666 0 
x 720 384 -93 0 
x 628 296 710 0 
x -684 462 -208 0 
x 686 -827 282 0 
x 99 -577 -91 0 
x -409 4 -15 0 
x -816 29 940 0 
x -38 690 872 0 
x -447 74 -98 0 
x -867 504 945 0 
x 200 398 803 0 
x -353 -726 101 0 
x -160 -232 -301 0 
x 517 850 394 0 
x 69 464 -416 0 
x -349 938 309 0 
x 78 301 212 0 
