p cnf 1000 100
x -798 -844 -573 0 
x 151 823 720 0 
x -574 877 477 0 
x 720 345 279 0 
x -322 -771 534 0 
x -252 103 -211 0 
x 745 -853 -838 0 
x 430 388 201 0 
x -530 -519 -379 0 
x 783 909 608 0 
x -291 -231 603 0 
x -475 559 -786 0 
x -941 -654 -880 0 
x -24 396 -243 0 
x 413 -665 -738 0 
x -328 739 -961 0 
x -759 386 -708 0 
x 342 -526 -665 0 
x -899 -478 -66 0 
x -803 17 301 0 
x 616 955 -114 0 
x 497 -139 -6 0 
x 248 -579 590 0 
x -469 886 -441 0 
x 21 828 -95 0 
x -367 -501 626 0 
x 461 -276 479 0 
x -483 -946 35 0 
x -694 33 337 0 
x -52 -988 886 0 
x 302 -927 -674 0 
x -774 -240 -559 0 
x 1000 -816 -543 0 
x 613 -315 -910 0 
x 225 635 -341 0 
x 559 163 -936 0 
x 624 597 950 0 
x -589 170 -784 0 
x 652 -215 880 0 
x -725 -576 485 0 
x 478 -247 956 0 
x -189 -818 -492 0 
x 487 -572 -870 0 
x 974 -622 919 0 
x -390 -409 -465 0 
x -47 -298 -803 0 
x -284 -878 -278 0 
x 111 686 88 0 
x -592 -431 -344 0 
x 271 -550 -260 0 
x 407 -442 -912 0 
x -817 -803 798 0 
x -995 -101 -703 0 
x 284 -697 894 0 
x -72 319 -657 0 
x 625 96 -367 0 
x -48 503 780 0 
x -821 -963 516 0 
x -544 -948 -216 0 
x -318 740 -622 0 
x -861 -449 -397 0 
x -219 -458 -890 0 
x -838 -629 -505 0 
x 929 -569 398 0 
x -81 720 -226 0 
x -338 -115 -189 0 
x 15 -877 -695 0 
x -471 92 -649 0 
x -951 824 -307 0 
x -974 962 773 0 
x -370 965 876 0 
x -788 -122 -683 0 
x 885 784 54 0 
x -509 -18 22 0 
x 530 26 -987 0 
x -405 162 829 0 
x -997 779 -119 0 
x -7 998 -214 0 
x -214 10 18 0 
x 377 524 149 0 
x -438 -361 -276 0 
x -631 -27 -408 0 
x -193 -679 -48 0 
x 918 -443 -608 0 
x -941 894 889 0 
x 419 640 -235 0 
x -297 -186 882 0 
x 278 542 -826 0 
x -229 -190 100 0 
x -809 -902 875 0 
x 557 -69 -697 0 
x 982 -435 994 0 
x -803 543 -529 0 
x -366 538 160 0 
x -246 -932 514 0 
x -973 -752 311 0 
x -406 906 894 0 
x -380 -887 -144 0 
x -438 269 -54 0 
x -431 935 -93 0 
