p cnf 1000 100
x 579 -114 175 0 
x -555 -919 609 0 
x 136 662 -685 0 
x 163 171 488 0 
x 141 -82 -944 0 
x 44 555 -136 0 
x -640 659 -756 0 
x 479 23 682 0 
x 383 530 -183 0 
x -397 -137 -876 0 
x 16 205 853 0 
x -708 811 -80 0 
x 51 -378 -295 0 
x 850 702 -589 0 
x 973 -755 115 0 
x 162 399 -176 0 
x 500 -961 -849 0 
x -609 159 281 0 
x -888 -468 -670 0 
x -562 -769 492 0 
x 408 1 614 0 
x -399 -173 201 0 
x 655 606 989 0 
x 29 874 -472 0 
x -177 -841 -935 0 
x 519 -139 375 0 
x 341 -824 -464 0 
x 33 595 -563 0 
x -910 672 -433 0 
x 386 823 -420 0 
x 236 -370 -455 0 
x 116 44 -812 0 
x -51 -497 -575 0 
x 189 -689 -473 0 
x -509 -210 -645 0 
x -638 -199 -797 0 
x 483 54 623 0 
x -199 -695 -609 0 
x -822 -497 409 0 
x 270 147 -332 0 
x -715 116 -902 0 
x -730 179 -984 0 
x -487 -644 -215 0 
x -703 -438 630 0 
x 377 801 936 0 
x -300 649 -880 0 
x -146 506 -299 0 
x -263 338 -232 0 
x -528 -940 975 0 
x -86 68 606 0 
x -59 -235 936 0 
x 799 -31 -984 0 
x -408 -454 904 0 
x 391 -929 -787 0 
x 232 -135 152 0 
x -501 -36 465 0 
x -726 247 938 0 
x 707 -45 937 0 
x 949 820 88 0 
x 244 918 103 0 
x -624 -149 287 0 
x -944 -417 -816 0 
x 868 248 -377 0 
x -110 -371 -433 0 
x 270 -357 852 0 
x 396 -710 313 0 
x 747 879 915 0 
x 692 138 -411 0 
x 391 251 674 0 
x -585 -290 879 0 
x 74 952 431 0 
x 43 806 702 0 
x -44 165 -595 0 
x 507 -961 -874 0 
x -731 -116 710 0 
x 675 -690 936 0 
x 782 -749 373 0 
x -925 769 354 0 
x -308 -714 -375 0 
x -532 36 -304 0 
x -414 110 -160 0 
x -831 -537 632 0 
x 911 179 -164 0 
x -165 184 -312 0 
x 796 815 -855 0 
x 838 -730 315 0 
x -448 -238 712 0 
x -43 335 -297 0 
x 98 908 142 0 
x -384 338 130 0 
x -137 -791 730 0 
x -448 -412 -372 0 
x 297 -932 -213 0 
x -729 21 345 0 
x -610 -796 -612 0 
x -933 -683 -368 0 
x -626 212 6 0 
x -136 270 -361 0 
x -23 -871 891 0 
x 905 -240 -341 0 
