p cnf 1000 300
x 207 -249 730 0 
x -188 417 186 0 
x 620 928 313 0 
x -637 -403 863 0 
x 128 -236 -330 0 
x -375 -716 650 0 
x 741 526 -538 0 
x 636 876 -569 0 
x -873 946 -479 0 
x -276 -748 -857 0 
x 458 380 75 0 
x -495 959 -169 0 
x 892 75 151 0 
x -808 -124 775 0 
x -482 -703 -904 0 
x 655 -1000 795 0 
x 563 -90 813 0 
x -18 -724 172 0 
x -26 506 282 0 
x -940 -902 -945 0 
x -914 40 829 0 
x 12 -242 -792 0 
x 356 -606 -711 0 
x -977 -287 -927 0 
x 22 820 857 0 
x -987 493 700 0 
x -339 -889 -768 0 
x -982 458 858 0 
x 166 -858 -350 0 
x -245 428 -959 0 
x 11 329 -104 0 
x 973 467 -960 0 
x 397 -754 -344 0 
x -220 542 927 0 
x 530 -792 58 0 
x -90 119 -16 0 
x -867 490 -731 0 
x -93 -295 692 0 
x 577 -269 -256 0 
x -576 -994 290 0 
x -338 285 509 0 
x 92 -345 -16 0 
x 482 826 -611 0 
x -507 84 461 0 
x -28 485 -514 0 
x -890 -467 570 0 
x -874 563 552 0 
x 693 683 152 0 
x -86 -550 -224 0 
x -944 -238 404 0 
x -676 299 30 0 
x -331 253 -386 0 
x 213 603 -401 0 
x 377 939 -263 0 
x -690 -798 -711 0 
x 619 588 887 0 
x -464 -894 -155 0 
x -54 -669 -926 0 
x 181 772 -699 0 
x 361 616 847 0 
x -149 899 -989 0 
x -3 204 907 0 
x -868 -668 -263 0 
x -785 -367 672 0 
x -779 -923 -543 0 
x 764 934 197 0 
x -271 -5 -361 0 
x -427 609 -768 0 
x -166 -551 -566 0 
x 246 70 -333 0 
x -490 119 -631 0 
x -584 349 156 0 
x 853 832 366 0 
x 997 -794 123 0 
x -777 680 699 0 
x -535 621 970 0 
x 231 -380 -197 0 
x -591 275 -158 0 
x -134 -701 -784 0 
x -753 -269 137 0 
x 115 817 633 0 
x 439 154 -344 0 
x -480 159 -874 0 
x 822 864 -812 0 
x 362 -436 201 0 
x 622 -57 -45 0 
x -111 -387 -986 0 
x 723 -769 550 0 
x 835 216 183 0 
x -242 -177 207 0 
x 601 717 675 0 
x 947 -915 -508 0 
x -724 -262 -500 0 
x 652 -962 980 0 
x -828 -6 864 0 
x -989 392 -257 0 
x 767 -1 120 0 
x -612 722 -292 0 
x -866 -543 -519 0 
x -738 -310 -958 0 
x -809 -381 80 0 
x -507 66 -164 0 
x 420 827 -235 0 
x 538 209 492 0 
x -90 249 -786 0 
x 695 93 -918 0 
x 689 928 424 0 
