p cnf 1000 800
x -376 491 -120 0 
x -904 285 415 0 
x 347 870 -757 0 
x -335 -114 727 0 
x 931 -806 495 0 
x -304 -40 733 0 
x 5 472 167 0 
x 216 580 339 0 
x 443 701 127 0 
x -539 -588 -768 0 
x 248 46 -653 0 
x -589 -428 -566 0 
x -523 -706 635 0 
x 483 -461 486 0 
x 283 840 396 0 
x 449 754 -883 0 
x 944 -565 -239 0 
x -286 176 -61 0 
x -684 -821 138 0 
x -64 804 -932 0 
x -138 -682 77 0 
x 85 571 -206 0 
x -382 559 -957 0 
x -706 -870 806 0 
x 190 957 769 0 
x -773 -589 622 0 
x -613 45 -784 0 
x 397 -873 504 0 
x -505 80 -85 0 
x 297 -600 493 0 
x 617 -940 293 0 
x 206 -574 324 0 
x 397 831 -905 0 
x 443 799 781 0 
x -466 -875 -652 0 
x -490 972 -744 0 
x 11 902 -361 0 
x -499 -171 -548 0 
x -613 399 257 0 
x -136 -852 -817 0 
x 838 51 -183 0 
x 36 -74 762 0 
x 936 862 -652 0 
x -969 -930 -224 0 
x 724 997 -71 0 
x 152 363 -909 0 
x 688 984 -952 0 
x -487 -161 -279 0 
x -32 308 902 0 
x 335 -139 17 0 
x 800 685 -499 0 
x -219 583 628 0 
x 319 669 545 0 
x -514 -194 16 0 
x -962 290 -189 0 
x 903 918 636 0 
x -751 42 -366 0 
x 394 -9 163 0 
x -977 -168 611 0 
x 727 297 301 0 
x -279 998 -572 0 
x 845 -193 -741 0 
x -500 -892 -405 0 
x -144 404 613 0 
x -363 162 -316 0 
x -571 -717 -252 0 
x -509 -285 -90 0 
x 915 782 442 0 
x -216 -582 -506 0 
x -622 -301 -637 0 
x -306 957 8 0 
x -586 -326 89 0 
x -60 500 -397 0 
x 860 -494 841 0 
x 484 95 -695 0 
x 17 247 -283 0 
x -72 517 -519 0 
x -6 -829 -664 0 
x 924 830 -409 0 
x -711 395 -417 0 
x -698 -584 500 0 
x -964 470 457 0 
x -695 142 981 0 
x -921 12 -731 0 
x 760 16 659 0 
x -399 -659 977 0 
x 753 170 700 0 
x -623 345 38 0 
x 598 -55 -808 0 
x -343 148 456 0 
x 846 -782 -289 0 
x 663 -930 -722 0 
x 689 919 841 0 
x -445 -757 -734 0 
x 371 941 -911 0 
x 772 891 -52 0 
x 608 309 252 0 
x -361 -694 -688 0 
x 684 709 -847 0 
x 887 929 -71 0 
x 629 -229 731 0 
x 811 209 -109 0 
x 273 869 569 0 
x -452 900 213 0 
x -221 -650 -902 0 
x 213 -218 217 0 
x -448 571 -722 0 
x 747 889 -947 0 
x -385 -542 88 0 
x -299 422 -730 0 
x -984 -249 250 0 
x -40 835 836 0 
x -793 -430 671 0 
x -366 705 -918 0 
x 552 743 -325 0 
x 269 -608 -716 0 
x -932 -60 868 0 
x 271 487 305 0 
x 787 -217 -139 0 
x 566 -343 -682 0 
x -284 -265 842 0 
x 63 852 169 0 
x -900 -442 -347 0 
x -280 210 421 0 
x 506 944 365 0 
x 60 -271 843 0 
x -904 -977 -664 0 
x 734 780 587 0 
x -980 -140 -601 0 
x 512 707 -996 0 
x -224 254 568 0 
x -546 693 705 0 
x 978 -778 374 0 
x -935 -213 -110 0 
x -785 285 -922 0 
x 761 -259 770 0 
x -705 -848 208 0 
x -331 601 -465 0 
x 122 -952 -914 0 
x 694 756 -265 0 
x -166 445 472 0 
x 933 -737 661 0 
x -51 -878 296 0 
x -395 -324 -475 0 
x -495 640 -141 0 
x -192 -501 834 0 
x -628 -982 -252 0 
x -566 -514 713 0 
x -598 -52 355 0 
x -990 519 -959 0 
x 459 555 577 0 
x -730 897 611 0 
x 516 517 -271 0 
x -823 -665 -132 0 
x -604 -683 -988 0 
x -533 -185 -305 0 
x -376 730 -654 0 
x -955 671 -962 0 
x 920 623 586 0 
x 436 371 -661 0 
x -237 339 915 0 
x -312 -115 858 0 
x -147 369 902 0 
x 584 768 -536 0 
x -652 -621 617 0 
x 780 -297 90 0 
x 123 697 70 0 
x 914 340 -922 0 
x 64 859 58 0 
x 382 895 847 0 
x 504 733 -915 0 
x -656 417 502 0 
x 840 9 -843 0 
x 314 836 939 0 
x 143 -417 -985 0 
x 661 308 490 0 
x -14 758 -647 0 
x 995 -226 21 0 
x 926 -613 -909 0 
x -577 -722 -772 0 
x -175 -324 -950 0 
x 162 382 761 0 
x -211 837 -377 0 
x -333 -809 -650 0 
x -733 -659 335 0 
x -67 253 -120 0 
x -818 -501 -51 0 
x -515 -758 -549 0 
x 889 378 -813 0 
x -665 726 24 0 
x -681 -62 -675 0 
x 389 385 465 0 
x 180 987 -869 0 
x 544 795 -216 0 
x -858 897 128 0 
x 518 497 279 0 
x 87 818 861 0 
x 241 525 -885 0 
x 392 -619 -263 0 
x 415 -296 321 0 
x -500 1000 -851 0 
x -290 36 -960 0 
x 8 367 -905 0 
x 537 145 -955 0 
x 109 -809 -394 0 
x 401 -783 165 0 
x -35 -214 -230 0 
x 205 -160 -268 0 
x -407 -634 -588 0 
x -115 97 -814 0 
x -830 -245 -97 0 
x 697 454 -874 0 
x 272 235 815 0 
x -579 -198 -354 0 
x -727 34 -851 0 
x 24 348 -881 0 
x -832 814 -179 0 
x -35 -768 -32 0 
x 600 724 438 0 
x -780 -571 -876 0 
x -765 -668 -59 0 
x 345 -652 487 0 
x -672 -419 -515 0 
x -427 573 82 0 
x -369 -379 879 0 
x 906 -172 319 0 
x 35 747 -291 0 
x 296 -613 193 0 
x -483 -693 -564 0 
x -786 -323 -750 0 
x -596 -884 -646 0 
x 225 907 556 0 
x -574 -3 942 0 
x -124 -782 986 0 
x -548 -445 919 0 
x 732 77 -422 0 
x 32 975 65 0 
x 941 -548 -928 0 
x 80 -46 -49 0 
x -514 282 -149 0 
x -688 -438 -222 0 
x 760 813 114 0 
x 402 -354 371 0 
x 348 -629 -862 0 
x 682 -604 -795 0 
x 502 906 835 0 
x 232 -55 433 0 
x 277 795 -919 0 
x 875 -633 -56 0 
x -122 -176 518 0 
x -599 -743 379 0 
x -821 506 -224 0 
x 484 700 -768 0 
x 643 824 585 0 
x 712 548 -210 0 
x 351 -430 862 0 
x 637 -47 486 0 
x 379 76 932 0 
x -426 -145 -441 0 
x -696 -93 -431 0 
x -104 -558 899 0 
x -376 322 -538 0 
